,FAMILY_INCOME_BRACKET,HOUSEHOLD_SIZE,SES_COMPOSITE_URBANICITY_ADJ,NUM_HS_ATTENDED,SCHOOL_PROBLEM_SCALE,SCHOOL_CLIMATE_SCALE,STUDENT_SCHOOL_MOTIVATION,TOTAL_AP_CREDITS,RIGOR,HS_GPA_12TH,HS_GPA_11TH,HS_GPA_10TH,HS_GPA_9TH,HS_GPA_ACAD,HS_GPA_WGT,SAT_WRIT_AVG,ACT_SCHOOL_AVG,FRESHMAN_GPA,FRESHMAN_CREDITS_ATTEMPTED,FRESHMAN_CREDITS_EARNED,REMEDIAL_COURSE_RATIO,ENROLLMENT_ATTAINMENT_STATUS,SAT_SCHOOL_AVG,HOURS_HOMEWORK
159,1,4,-1.4458,1,-0.6,0.68,-1.95,0.0,5,2.5,2.5,1.5,2.0,1.5,2.0,640,21,2.0,18,15,0.1,1,1280,5
160,13,5,2.2352,-8,-1.48,0.81,-1.28,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,600,28,3.2,19,19,0.0,3,1220,4
161,-8,-8,0.1088,1,1.6,-2.19,-0.11,12.0,3,3.5,3.0,3.0,4.0,3.0,3.5,-9,-9,-8.0,-8,-8,-8.0,-8,-18,3
162,-8,-8,-0.5088,1,0.53,0.32,0.73,0.0,2,2.5,2.5,3.0,2.5,2.5,2.5,570,23,1.0,6,3,0.0,1,1150,6
163,3,5,-0.0595,-8,-9.0,-9.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-5
164,8,5,0.4554,1,-0.15,-2.5,0.19,7.0,2,4.0,3.5,4.0,3.5,3.5,4.0,550,26,3.0,30,27,0.0,3,1140,4
165,-8,-8,-8.0,1,-1.49,0.74,0.58,0.0,3,3.0,3.0,3.0,2.5,3.0,3.0,-9,25,-8.0,-8,-8,-8.0,-8,-18,-24
166,8,3,0.9453,2,-1.54,1.12,-8.0,3.0,1,3.5,3.0,3.5,3.5,3.5,4.0,530,25,3.1,32,28,0.0,3,1090,6
167,-8,-8,-8.0,1,0.7,0.07,0.24,0.0,6,-1.0,1.0,0.5,1.0,0.5,1.0,-9,20,-6.0,-6,-6,-6.0,-6,-18,-24
168,8,4,1.2476,-8,-9.0,-9.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,570,-9,-6.0,-6,-6,-6.0,-6,1140,4
169,6,4,0.2413,1,0.92,-1.11,-0.24,3.0,4,3.5,3.0,3.0,4.0,3.5,3.5,-9,22,3.5,56,44,0.0,13,-18,-3
170,4,6,0.1138,1,0.92,-1.06,0.15,0.0,1,3.0,2.5,3.0,3.0,3.0,3.0,-9,23,-7.0,0,0,0.1,-9,-18,3
171,-8,-8,-8.0,1,-8.0,-8.0,-8.0,0.0,6,-1.0,-1.0,-1.0,2.5,2.5,2.5,-8,-8,-6.0,-6,-6,-6.0,-6,-16,-24
172,-8,-8,-8.0,1,0.26,-1.2,-0.28,2.0,3,3.0,3.0,2.0,2.5,2.5,2.5,-8,-8,-6.0,-6,-6,-6.0,-6,-16,-24
173,6,6,0.6029,1,0.26,-0.55,0.55,0.0,1,3.0,3.0,2.5,2.0,2.5,2.5,500,-9,3.1,36,33,0.1,3,1020,6
174,-8,-8,-8.0,1,-9.0,-9.0,-0.04,4.5,3,3.5,3.5,3.5,3.5,3.5,4.0,-9,-9,-9.0,-9,-9,-9.0,2,-18,-24
175,-8,-8,0.1065,1,0.14,-0.19,1.06,0.0,2,2.5,3.0,2.0,1.0,2.0,2.0,540,23,-6.0,-6,-6,-6.0,-6,1140,5
176,4,10,-0.3075,1,1.42,1.43,-1.13,0.0,2,-1.0,3.0,2.5,3.0,3.0,3.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
177,2,5,0.0908,3,-9.0,-9.0,0.41,0.0,6,4.0,-1.0,-1.0,1.5,2.5,2.5,-6,-6,2.6,36,36,0.0,3,-12,-4
178,13,4,1.0433,1,-2.14,2.08,1.06,1.0,1,4.0,3.5,3.5,3.5,3.5,3.5,560,-9,3.1,24,24,0.0,3,1070,6
179,8,4,0.027,1,-1.95,1.42,0.7,0.0,1,3.5,3.5,3.0,3.5,3.5,3.5,-9,23,2.2,31,20,0.0,3,-18,6
180,4,5,1.0481,1,0.32,1.33,0.38,1.0,6,3.0,3.0,3.5,3.5,3.0,3.5,-9,-9,2.7,29,25,0.0,1,-18,3
181,-8,-8,-8.0,1,-1.45,1.57,0.28,0.0,1,3.0,2.5,3.0,3.0,2.5,3.0,490,23,3.6,25,25,0.0,3,1020,-24
182,-8,-8,-8.0,1,-1.37,1.26,-0.31,4.0,2,3.0,3.0,3.5,3.0,3.0,3.5,540,25,-8.0,-8,-8,-8.0,-8,1110,-24
183,3,3,0.0892,-8,1.89,-0.11,0.62,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,17,-6.0,-6,-6,-6.0,-6,-18,4
184,4,5,-0.2942,2,1.09,-1.43,-8.0,0.0,5,-1.0,2.5,3.0,1.5,2.0,2.0,560,-9,-6.0,-6,-6,-6.0,-6,1100,9
185,-8,-8,-0.3227,1,-0.29,0.43,0.57,0.0,6,-1.0,0.5,0.5,1.5,0.5,0.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-2
186,-8,-8,-8.0,1,-0.8,0.45,-1.91,0.5,6,2.0,2.0,2.0,2.0,1.5,2.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-24
187,4,5,-0.0226,1,-9.0,-9.0,0.42,0.0,3,3.0,2.5,2.5,3.0,3.0,3.0,-9,23,2.9,26,17,0.3,1,-18,3
188,3,5,-8.0,1,1.74,-0.88,0.55,0.0,3,2.0,2.0,1.5,1.0,1.5,1.5,-9,-9,0.0,13,0,0.2,1,-18,-24
189,8,2,0.4829,1,-0.39,0.68,0.21,0.0,1,3.5,3.5,3.5,3.0,3.5,3.5,510,-9,3.7,26,26,0.0,3,1010,-3
190,-8,-8,0.6386,1,2.26,-1.05,0.16,1.0,3,3.5,2.5,2.5,3.0,2.5,3.0,480,-9,3.1,31,28,0.0,3,990,3
191,3,5,-0.5383,1,-0.74,-0.05,0.7,0.0,1,3.0,2.5,1.5,2.5,2.0,2.5,-9,-9,2.0,27,21,0.1,3,-18,5
192,-8,-8,-0.2574,1,0.58,-2.87,0.13,0.0,4,3.0,1.5,2.5,3.0,2.0,2.5,-9,-9,-6.0,-6,-6,-6.0,-6,1110,6
193,5,3,-0.3938,2,-9.0,-9.0,-0.11,0.0,6,1.5,-1.0,1.5,1.5,1.5,1.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,6
194,6,6,1.9976,1,-1.9,1.91,-0.08,4.0,3,3.5,3.5,2.5,3.0,3.0,3.5,-9,25,-9.0,32,32,0.0,3,-18,7
195,7,3,1.1116,1,-1.25,0.62,0.04,0.0,6,3.5,3.5,3.0,3.0,3.0,3.5,620,21,2.6,31,31,0.0,1,1240,-3
196,8,3,1.9193,-8,-1.04,1.48,-0.08,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,600,26,-8.0,-8,-8,-8.0,-8,1240,6
197,-8,-8,0.898,1,-1.48,1.79,0.89,1.0,1,4.0,3.5,3.5,3.5,3.5,4.0,560,25,4.0,3,3,0.0,3,1130,14
198,2,7,-0.5924,1,-0.81,0.71,-0.09,4.5,1,2.0,2.5,3.5,3.5,3.0,3.0,470,19,3.7,14,14,0.0,2,1000,7
199,-8,-8,-0.6286,1,-9.0,-9.0,-8.0,0.0,6,-1.0,-1.0,2.0,2.5,2.0,2.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
200,5,4,0.0312,1,-1.95,-0.46,-0.09,1.0,1,3.5,3.5,3.5,3.5,3.0,3.5,530,23,2.4,29,26,0.0,10,1090,6
201,6,5,-8.0,2,-9.0,-9.0,0.4,4.0,1,4.0,4.0,4.0,3.5,4.0,4.5,-6,-6,3.7,21,21,0.0,3,-12,-24
202,4,3,-0.1708,1,-0.02,0.8,0.71,0.0,1,3.0,3.5,3.5,3.5,3.5,3.5,-9,20,-9.0,40,40,0.0,5,-18,6
203,5,4,0.4882,2,-0.78,-0.42,-1.21,0.0,5,2.5,2.5,2.0,2.0,2.0,2.5,520,21,-8.0,-8,-8,-8.0,-8,1100,-12
204,2,4,-1.1185,1,-0.35,-0.17,0.0,0.0,4,2.5,2.5,2.5,2.0,2.0,2.5,-9,20,2.9,13,13,0.1,2,-18,-13
205,2,4,0.2504,1,-0.61,-1.07,-9.0,0.0,3,1.5,1.5,2.0,1.5,1.5,1.5,-9,-9,-7.0,6,0,0.7,1,-18,3
206,-8,-8,-0.5407,1,1.29,0.47,-1.61,0.0,6,1.0,1.0,0.25,0.5,0.5,0.5,400,19,-8.0,-8,-8,-8.0,-8,940,5
207,7,5,0.3641,1,0.33,0.93,0.07,2.0,1,3.5,3.0,2.5,2.5,2.5,3.0,480,21,-8.0,-8,-8,-8.0,-8,990,5
208,8,3,0.6491,1,-1.75,1.31,0.41,3.0,3,3.0,2.5,2.5,3.0,2.5,3.0,490,-9,-8.0,-8,-8,-8.0,-8,1030,-12
209,6,4,0.9587,1,-1.28,1.0,0.61,0.0,6,4.0,4.0,4.0,4.0,4.0,4.0,-9,22,4.0,31,28,0.0,3,-18,6
210,4,5,0.2994,2,-1.68,1.28,1.03,2.0,1,4.0,3.5,4.0,4.0,3.5,4.0,-9,-9,3.7,21,21,0.0,3,-18,5
211,4,4,-0.5953,-8,2.57,-0.6,-9.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,0.2,17,1,0.7,2,-18,6
212,8,4,1.4829,1,-0.39,1.04,0.37,3.5,1,4.0,3.5,3.5,4.0,3.5,4.0,-9,22,3.8,14,14,0.0,3,-18,6
213,8,3,0.83,3,0.64,-9.0,-0.59,0.0,6,2.0,2.0,2.0,1.5,1.5,2.0,400,21,-6.0,-6,-6,-6.0,-6,910,5
214,-8,-8,-8.0,1,-1.95,1.42,0.87,0.0,1,3.0,4.0,3.5,4.0,3.5,4.0,-9,23,3.4,37,34,0.0,3,-18,-24
215,1,2,-1.4699,1,0.5,0.93,-0.56,1.0,1,3.5,3.5,3.5,3.5,3.0,3.5,500,21,1.5,28,18,0.0,3,1100,4
216,5,3,1.5448,1,-0.39,-0.32,-9.0,5.0,3,2.5,3.0,3.5,3.5,3.0,3.5,-9,-9,2.7,29,26,0.0,3,-18,-3
217,5,6,0.9219,1,-1.21,-9.0,0.85,2.0,3,3.5,4.0,3.0,4.0,3.5,4.0,520,23,3.9,34,34,0.0,3,1070,-1
218,-8,-8,-0.2507,1,1.43,-0.71,-0.62,3.0,3,3.5,3.5,3.5,3.0,3.0,3.5,470,21,1.4,25,11,0.1,1,980,6
219,4,3,-0.3698,1,-0.12,0.75,-8.0,0.0,6,2.5,1.0,2.5,2.5,2.0,2.0,-9,-9,2.4,36,36,0.1,5,-18,-27
220,-8,-8,-8.0,1,-0.16,-0.05,0.17,0.0,4,2.0,2.5,2.0,1.5,2.0,2.0,460,-9,-8.0,-8,-8,-8.0,-8,1000,-24
221,6,5,0.7173,1,0.23,0.55,-0.65,0.0,1,4.0,4.0,4.0,4.0,4.0,4.5,500,-9,3.8,35,32,0.0,3,1040,4
222,3,3,-0.6046,1,-0.8,0.99,-0.15,1.0,3,3.0,3.0,3.0,3.5,3.0,3.5,540,22,2.5,13,13,0.0,2,1100,3
223,4,3,-0.0683,2,-9.0,-9.0,0.37,0.0,3,2.0,1.0,2.0,2.5,2.0,2.0,-6,-6,-8.0,-8,-8,-8.0,-8,-12,4
224,6,6,1.0801,1,-1.18,0.27,0.11,0.5,1,3.0,3.0,3.0,3.0,3.0,3.0,-9,24,2.4,29,25,0.1,3,-18,5
225,-8,-8,-0.3864,1,-9.0,-9.0,-8.0,0.0,6,-1.0,-1.0,0.25,0.5,0.25,0.25,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
226,-8,-8,-8.0,1,-8.0,-8.0,-8.0,0.0,6,-1.0,-1.0,-1.0,2.0,2.0,2.0,-8,-8,-6.0,-6,-6,-6.0,-6,-16,-24
227,4,4,-0.0983,1,-9.0,1.62,0.85,0.0,3,2.5,2.0,2.0,3.0,2.5,2.5,460,25,2.7,24,21,0.0,3,1060,4
228,1,3,-0.9103,1,1.68,0.66,0.55,1.5,3,-1.0,-1.0,-1.0,-1.0,3.0,3.5,-9,-9,3.4,10,10,0.0,3,-18,15
229,7,3,0.8172,1,-0.16,-0.59,-1.11,2.0,1,3.5,3.0,2.5,3.5,3.0,3.5,560,23,3.0,3,3,0.0,3,1150,-2
230,-8,-8,0.1849,-8,-0.01,0.84,0.84,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,440,-9,-6.0,-6,-6,-6.0,-6,910,3
231,3,5,-0.0824,1,-1.24,0.75,0.73,0.0,3,3.0,2.0,2.0,2.5,2.0,2.5,-9,-9,-9.0,14,13,0.0,1,-18,5
232,3,3,0.6993,1,-1.01,0.64,-0.58,2.0,1,3.0,2.5,2.5,2.5,2.5,3.0,520,25,2.9,32,32,0.0,3,1060,4
233,13,5,1.3586,1,-1.75,1.31,-1.39,2.0,1,3.0,3.0,2.0,3.0,2.5,3.0,490,-9,-8.0,-8,-8,-8.0,-8,1030,-5
234,1,5,0.7585,1,-1.2,-0.75,0.2,0.0,6,3.0,2.5,3.0,3.5,2.5,3.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,3
235,6,4,0.5134,2,-8.0,-8.0,0.02,0.0,6,2.5,2.5,3.0,3.0,2.5,2.5,-6,-6,2.2,18,18,0.0,3,-12,3
236,6,7,0.4692,1,-1.22,0.21,0.57,0.0,6,3.0,3.0,3.0,3.0,3.0,3.5,-9,-9,2.9,31,31,0.0,3,-18,7
237,2,3,0.0908,2,-9.0,-9.0,0.7,0.0,1,3.0,1.5,2.0,2.0,2.0,2.0,-6,-6,-9.0,-9,-9,-9.0,2,-12,3
238,4,6,-0.0185,1,-0.38,-0.34,-8.0,1.0,3,3.5,3.5,3.5,4.0,3.5,3.5,-9,23,2.6,27,22,0.0,3,1150,12
239,13,4,1.0749,1,-1.59,0.82,0.2,0.0,1,3.5,3.5,3.5,3.0,3.5,4.0,600,25,3.3,29,29,0.0,7,1260,6
240,3,4,-0.137,1,0.23,0.55,0.36,0.0,1,2.5,3.0,2.0,2.5,2.0,2.5,500,-9,-8.0,-8,-8,-8.0,-8,1040,-1
241,-8,-8,-1.3059,1,1.6,-0.34,0.74,0.0,6,-1.0,1.5,1.5,1.5,1.5,1.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-5
242,-8,-8,-8.0,1,-0.19,0.46,-9.0,10.0,2,4.0,4.0,4.0,4.0,4.0,4.5,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-24
243,3,4,-0.1019,1,0.23,0.55,-9.0,0.0,6,-1.0,-1.0,-1.0,1.0,0.5,1.0,500,-9,-6.0,-6,-6,-6.0,-6,1040,-2
244,10,5,1.6411,1,-1.9,1.91,-0.21,4.0,3,4.0,3.5,4.0,4.0,3.5,4.5,-9,25,-7.0,27,0,0.0,1,-18,8
245,-8,-8,-0.2854,1,-8.0,-8.0,-0.45,0.0,6,-1.0,-1.0,0.25,2.5,1.5,2.0,400,18,-6.0,-6,-6,-6.0,-6,845,-5
246,-8,-8,-8.0,2,-9.0,-9.0,1.03,0.0,6,-1.0,3.5,3.5,3.0,3.5,3.5,-6,-6,3.0,3,3,0.1,1,-12,-24
247,-8,-8,-8.0,1,-1.01,0.65,-9.0,0.0,6,2.5,2.0,1.5,1.5,1.5,2.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-24
248,13,11,1.6876,-8,-1.68,0.93,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,540,25,-6.0,-6,-6,-6.0,-6,1080,6
249,9,4,0.891,1,-1.76,0.29,-0.51,0.0,1,2.0,2.0,2.5,2.5,2.0,2.0,580,27,2.7,30,27,0.0,3,1240,4
250,10,5,1.197,-8,1.84,-0.17,-0.89,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,-7.0,0,0,0.0,2,-18,-25
251,3,5,0.4317,2,-8.0,-8.0,1.06,5.0,3,3.5,4.0,4.0,4.0,4.0,4.5,-6,-6,-8.0,-8,-8,-8.0,-8,-12,-2
252,3,2,-0.0278,1,-2.14,0.15,0.35,1.0,2,2.5,2.0,2.5,2.5,2.0,2.5,580,23,2.4,23,20,0.1,3,1150,5
253,-8,-8,-8.0,1,-1.68,0.45,0.85,5.0,1,3.5,3.5,3.0,3.0,3.0,3.5,560,25,-8.0,-8,-8,-8.0,-8,1170,-24
254,-8,-8,-0.6613,-8,-0.96,1.63,0.55,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-9,-9,2.6,25,24,0.0,1,-18,3
255,5,4,1.5367,1,0.49,0.03,0.87,5.5,3,3.5,4.0,4.0,4.0,4.0,4.0,-9,22,3.3,37,37,0.0,3,-18,-4
256,1,2,-1.2259,2,-0.62,0.32,1.21,0.0,3,2.5,3.0,2.5,2.0,2.0,2.5,420,21,-6.0,-6,-6,-6.0,-6,880,4
257,4,5,0.2891,1,-0.6,0.8,0.4,0.0,3,4.0,3.5,3.0,3.5,3.5,3.5,-9,22,-6.0,-6,-6,-6.0,-6,-18,6
258,4,5,0.2537,1,-0.07,-0.6,-0.22,0.0,3,-1.0,2.5,2.5,3.5,3.0,3.0,-9,-9,1.7,18,12,0.0,2,-18,4
259,-8,-8,-0.6118,1,1.0,0.46,0.09,0.0,6,3.0,3.0,2.5,3.0,2.5,3.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,4
260,2,3,-0.2978,1,-0.35,0.3,0.16,0.0,2,3.0,2.0,3.0,-1.0,2.0,3.0,-9,-9,-6.0,-6,-6,-6.0,-6,-18,3
261,4,5,1.019,1,-0.21,0.55,0.11,4.0,1,4.0,4.0,4.0,4.0,4.0,4.0,500,23,2.4,28,24,0.1,1,1020,-5
262,-8,-8,-0.1352,-8,-0.57,1.14,-2.13,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,460,18,1.4,25,19,0.1,11,940,7
263,3,5,-0.8059,1,-9.0,-9.0,0.76,0.0,6,-1.0,-1.0,-1.0,2.0,2.0,2.0,-6,-6,4.0,32,32,0.0,13,-12,-13
264,11,4,0.9249,1,0.02,0.45,0.89,4.5,3,4.0,4.0,4.0,4.0,4.0,4.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,5
265,13,2,0.5534,1,0.26,-1.2,-8.0,0.5,6,-1.0,-1.0,-1.0,-1.0,1.5,1.5,-8,-8,-6.0,-6,-6,-6.0,-6,-16,6
266,-8,-8,0.2011,1,1.68,0.66,-9.0,0.0,6,-1.0,-1.0,0.25,1.0,0.5,0.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-6
267,3,3,0.4184,1,1.35,-9.0,-1.53,0.0,5,1.5,1.5,0.25,2.0,1.5,1.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,7
268,9,3,0.9539,1,-1.5,-9.0,0.74,7.0,3,3.5,3.5,3.0,3.5,3.5,4.0,-9,-9,3.1,26,23,0.0,3,-18,5
269,-8,-8,-8.0,2,-9.0,-9.0,-0.49,0.0,1,2.5,3.0,3.5,3.0,3.0,3.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-24
270,-8,-8,-0.4935,1,-0.39,-0.05,0.87,0.0,6,3.5,3.0,3.0,3.5,3.0,3.5,400,-9,-8.0,-8,-8,-8.0,-8,800,10
271,2,4,-0.6724,1,-0.37,0.36,-1.44,0.0,6,3.5,3.0,3.5,3.0,3.0,3.5,-9,18,-6.0,-6,-6,-6.0,-6,-18,3
272,-8,-8,0.2473,2,-8.0,-8.0,0.41,0.0,6,2.0,1.5,1.5,1.0,1.5,1.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
273,5,3,0.0704,1,1.28,-1.1,1.06,2.0,1,3.5,3.5,4.0,4.0,4.0,4.0,-9,21,3.6,17,17,0.1,3,-18,7
274,-8,-8,-8.0,1,-2.14,0.53,-0.1,0.0,3,1.5,1.5,2.5,3.0,2.0,2.0,640,27,-7.0,0,0,0.0,2,1280,-24
275,5,3,1.2555,1,-9.0,0.38,0.87,2.0,3,3.0,3.0,2.5,3.0,2.5,3.0,550,20,-7.0,0,0,0.0,3,1120,6
276,1,7,-1.1193,1,-0.54,-0.34,-0.86,0.0,6,1.5,1.5,1.5,2.0,1.0,1.5,500,-9,-8.0,-8,-8,-8.0,-8,1050,5
277,-8,-8,-1.3956,2,-9.0,-9.0,-8.0,0.0,6,-1.0,3.5,3.5,3.5,3.5,3.5,-6,-6,-8.0,-8,-8,-8.0,-8,-12,5
278,-8,-8,-0.5677,1,-8.0,-8.0,0.89,0.0,6,-1.0,-1.0,1.5,1.5,1.0,1.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
279,-8,-8,-0.4553,2,-8.0,-8.0,-4.21,0.0,6,-1.0,-1.0,0.5,1.5,1.0,1.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
280,2,3,-0.1282,1,0.01,0.0,0.37,0.0,6,4.0,3.5,2.0,2.0,2.5,2.5,420,-9,4.0,3,3,0.0,9,905,-5
281,-8,-8,-0.3559,1,-9.0,-9.0,-8.0,0.0,6,3.5,3.5,4.0,3.5,3.5,4.0,-9,-9,-8.0,-8,-8,-8.0,-8,-18,-27
282,2,3,0.2852,1,-9.0,-9.0,0.22,1.0,3,2.5,2.0,2.5,2.0,2.0,2.5,-9,-9,0.9,26,8,0.1,1,-18,8
283,-8,-8,-8.0,1,-1.44,1.41,0.34,1.5,3,3.5,3.5,3.5,3.5,3.5,4.0,640,25,3.6,31,31,0.0,3,1240,-24
284,2,4,-0.6524,2,-9.0,-9.0,-2.05,0.0,6,-9.0,-9.0,-9.0,2.0,2.0,2.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,3
285,-8,-8,0.4581,1,-1.96,1.34,-2.46,0.0,1,3.0,3.0,2.5,3.0,3.0,3.0,620,27,-8.0,-8,-8,-8.0,-8,1240,-4
286,6,5,1.0622,2,-9.0,-9.0,0.46,3.0,6,4.0,-9.0,4.0,4.0,4.0,4.75,-6,-6,3.9,27,27,0.0,3,-12,5
287,-8,-8,0.6738,1,-0.39,-0.08,-0.72,0.0,3,2.0,2.5,2.5,2.5,2.0,2.5,490,24,1.5,31,16,0.0,2,1040,3
288,3,3,-0.1834,2,-9.0,-9.0,-0.04,0.0,3,3.0,3.0,2.0,3.0,2.5,2.5,-6,-6,2.3,16,13,0.1,1,-12,3
289,-8,-8,-8.0,2,-9.0,-9.0,0.87,10.0,6,4.0,4.0,3.5,4.0,4.0,4.5,-6,-6,4.0,6,6,0.0,3,-12,-24
290,-8,-8,-8.0,1,-0.52,0.05,0.16,0.0,1,2.0,3.0,2.5,2.0,2.5,2.5,480,-9,0.0,14,0,0.4,1,980,-24
291,6,4,1.358,1,0.34,0.06,-0.07,1.0,6,3.5,3.5,3.5,3.5,3.5,3.5,640,28,-7.0,0,0,0.0,3,1180,5
292,4,3,-0.3254,1,-1.94,1.76,1.03,0.0,3,3.0,2.5,2.5,2.5,2.5,2.5,500,23,3.2,29,29,0.0,3,1040,6
293,4,6,0.6776,1,-1.08,0.68,0.55,0.5,5,2.0,2.5,3.0,3.5,3.0,3.0,470,22,2.0,30,25,0.1,1,1020,4
294,3,5,-0.3337,1,0.93,-0.84,0.1,0.0,1,4.0,3.5,4.0,4.0,4.0,4.0,-9,28,3.7,26,24,0.1,3,1200,6
295,3,4,2.2242,1,-0.86,0.83,-0.37,11.0,3,4.0,4.0,4.0,4.0,4.0,4.5,-9,22,3.6,30,30,0.0,3,-18,4
296,-8,-8,-0.7858,1,-1.28,1.0,0.23,0.0,5,3.0,2.5,3.0,2.5,2.5,3.0,-9,22,-6.0,-6,-6,-6.0,-6,-18,-27
297,13,3,2.9416,2,-9.0,-9.0,0.27,0.0,6,-1.0,-1.0,-1.0,3.0,-1.0,3.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,9
298,-8,-8,0.3309,1,-0.1,0.05,0.7,1.0,1,2.5,2.5,3.0,2.5,2.5,2.5,-9,-9,-6.0,-6,-6,-6.0,-6,-18,-5
299,1,4,-0.3767,1,0.41,-0.47,1.06,0.0,3,3.0,3.0,3.0,3.0,3.0,3.0,-9,22,-8.0,-8,-8,-8.0,-8,-18,5
300,8,5,0.2296,1,-9.0,-9.0,0.55,4.5,3,3.5,3.0,3.5,3.0,3.0,3.5,520,22,3.2,15,15,0.0,1,1070,7
301,9,4,0.7231,1,-1.29,0.24,-0.9,0.0,3,2.5,2.5,2.5,2.0,2.0,2.5,-9,-9,-7.0,0,0,0.0,-9,-18,3
302,1,3,-1.63,2,-9.0,-9.0,-8.0,0.0,6,-1.0,-1.0,-1.0,1.5,1.5,1.5,-6,-6,-6.0,-6,-6,-6.0,-6,-12,-12
303,6,4,0.3946,1,-2.14,-9.0,0.91,0.0,1,3.5,3.0,3.0,2.5,3.0,3.0,600,25,3.7,16,16,0.0,11,1170,4
304,-8,-8,-0.3658,1,-0.2,0.32,0.57,1.0,3,3.5,4.0,3.0,3.0,3.0,4.0,-8,-8,2.8,31,24,0.0,11,-16,6
305,3,2,-0.0278,1,-9.0,-9.0,0.7,0.0,1,2.5,2.5,2.5,2.5,2.0,2.5,-9,-9,1.7,17,14,0.0,9,-18,7
306,3,5,0.0487,-8,-8.0,-8.0,0.69,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,0.8,18,6,0.2,1,-12,5
307,2,2,-0.4478,2,-8.0,-8.0,0.89,0.0,1,2.5,2.5,2.0,2.5,2.0,2.5,-6,-6,2.4,32,28,0.1,3,-12,6
308,-8,-8,0.3964,1,-0.42,1.14,0.38,0.0,1,3.0,2.5,2.0,2.0,2.0,2.5,500,22,3.4,15,15,0.0,1,990,4
309,1,8,-1.2769,1,1.19,0.22,-2.78,0.0,6,0.25,0.25,0.5,1.5,0.5,0.5,420,19,-6.0,-6,-6,-6.0,-6,900,3
310,5,5,0.7438,1,1.16,0.79,-0.06,0.0,5,2.5,2.0,2.0,2.5,2.0,2.5,-9,-9,2.0,15,15,0.3,1,-18,-12
311,-8,-8,-0.8808,1,-9.0,-9.0,-8.0,0.0,6,2.5,3.5,2.0,2.5,2.5,2.5,-6,-6,4.0,7,7,0.0,5,-12,3
312,8,3,0.11,2,-9.0,-9.0,0.7,1.0,6,2.0,2.0,1.5,2.5,2.0,2.0,-6,-6,2.0,3,3,0.0,1,-12,6
313,3,5,1.4866,-8,-1.25,1.51,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,520,21,-8.0,-8,-8,-8.0,-8,1010,-25
314,2,6,0.2358,1,0.18,-1.4,-1.09,0.0,6,2.0,2.5,2.5,3.0,2.0,2.5,490,-9,-9.0,-9,-9,-9.0,-9,1010,6
315,2,4,-0.3063,-8,-9.0,-9.0,-0.15,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-9.0,-9,-9,-9.0,-9,-12,3
316,5,5,1.1689,1,-0.15,0.53,-0.24,2.0,2,3.5,3.5,3.0,3.0,3.0,3.5,-9,-9,-8.0,-8,-8,-8.0,-8,-18,6
317,2,3,-1.0038,-8,-9.0,-9.0,-8.0,-8.0,-8,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-6,-6,-6.0,-6,-6,-6.0,-6,-12,4
